_idx,_name,area_ellipse,area_exact,flux,peak,npix,major_sigma,minor_sigma,major_fwhm,minor_fwhm,position_angle,radius,x_cen,y_cen,rejected,100.0GHz_snr,score,notes,G2018,notesG2018,S2016_HII,HII?
14239,14239,1.49E-09,5.19E-09,0.004226821,0.001223965,168,2.18E-05,1.57E-05,5.14E-05,3.70E-05,97.3523879,1.85E-05,266.8332945,-28.37117651,0,11.84266409,3,contour,,,,
14255,14255,6.17E-10,1.14E-09,0.000759369,0.000510139,37,1.81E-05,7.84E-06,4.26E-05,1.85E-05,168.9045419,1.19E-05,266.8321864,-28.3711709,0,3.680441356,0,,,,,
14273,14273,5.08E-10,1.08E-09,0.001613477,0.00099474,35,1.72E-05,6.77E-06,4.06E-05,1.59E-05,137.109863,1.08E-05,266.8323779,-28.37114542,0,3.195830985,0,,,,,
14274,14274,1.17E-09,3.70E-09,0.008366241,0.002456721,120,1.86E-05,1.44E-05,4.38E-05,3.40E-05,-177.4840815,1.64E-05,266.8322989,-28.37112963,0,10.5484844,2,,,,,
14282,14282,5.31E-10,1.60E-09,0.000609722,0.000336392,52,1.38E-05,8.86E-06,3.24E-05,2.09E-05,57.27792532,1.10E-05,266.8326376,-28.37112732,0,1.475345941,0,,,,,
14324,14324,2.59E-09,6.91E-09,0.002230836,0.000407533,224,4.28E-05,1.39E-05,0.000100739,3.27E-05,-177.4899913,2.44E-05,266.8325396,-28.37104268,0,4.505735839,0,Don't think so,,,,
14344,14344,1.21E-09,3.06E-09,0.00084174,0.000247668,99,2.57E-05,1.08E-05,6.06E-05,2.55E-05,176.4328849,1.67E-05,266.8333471,-28.37103189,0,3.797011043,0,,,,,
14348,14348,2.18E-09,6.48E-09,0.009889698,0.003226832,210,2.75E-05,1.82E-05,6.48E-05,4.28E-05,-141.2107562,2.24E-05,266.8322735,-28.37097373,0,38.33195711,3,Contour,,,,
14365,14365,1.81E-09,9.20E-09,0.011811333,0.003773683,298,2.66E-05,1.56E-05,6.27E-05,3.68E-05,127.791669,2.04E-05,266.832949,-28.37099125,0,25.36040763,3,contour,,,,
14455,14455,7.61E-10,2.99E-09,0.001490297,0.00064256,97,1.74E-05,1.00E-05,4.10E-05,2.36E-05,-141.5544607,1.32E-05,266.8327577,-28.37088073,0,10.43517605,2,,,,,
14576,14576,1.21E-09,4.29E-09,0.002890351,0.001142754,139,2.85E-05,9.76E-06,6.72E-05,2.30E-05,47.23952601,1.67E-05,266.8330636,-28.3706704,0,12.44738426,3,min delta,,,,
14656,14656,2.78E-10,8.95E-10,0.000837369,0.000784815,29,9.83E-06,6.50E-06,2.31E-05,1.53E-05,-163.6687857,7.99E-06,266.833174,-28.37060737,0,4.774548542,2,,,,,
14680,14680,1.38E-09,4.78E-09,0.006874097,0.002075786,155,2.61E-05,1.22E-05,6.14E-05,2.86E-05,127.5392417,1.78E-05,266.8331556,-28.37054873,0,14.98144522,2,Contour,,,,
14722,14722,4.94E-10,1.48E-09,0.000709018,0.000374229,48,1.47E-05,7.73E-06,3.46E-05,1.82E-05,47.94778511,1.07E-05,266.832807,-28.37050193,0,3.19214617,0,Unlikely,,,,
14724,14724,5.79E-10,1.67E-09,0.001588384,0.000707136,54,1.48E-05,9.00E-06,3.47E-05,2.12E-05,-177.765281,1.15E-05,266.8326861,-28.3705127,0,3.641274874,0,Unlikely,,,,
14736,14736,5.27E-10,1.51E-09,0.000795226,0.000416335,49,1.81E-05,6.69E-06,4.26E-05,1.57E-05,168.4572592,1.10E-05,266.832902,-28.37050802,0,2.117545699,0,,,,,
14770,14770,7.57E-10,5.03E-09,0.057710923,0.029530996,163,1.53E-05,1.13E-05,3.61E-05,2.67E-05,-174.4248348,1.32E-05,266.8329055,-28.3704387,0,178.5540232,2,Check SI,core_170,,,
14787,14787,3.89E-10,1.14E-09,0.001283772,0.000855413,37,1.07E-05,8.31E-06,2.53E-05,1.96E-05,116.8142263,9.45E-06,266.8328179,-28.37042981,0,3.062376156,0,,,,,
14808,14808,3.19E-10,1.05E-09,0.001312977,0.001128007,34,9.58E-06,7.64E-06,2.26E-05,1.80E-05,163.9870937,8.56E-06,266.8329713,-28.3704042,0,7.799042889,2,,,,,
14833,14833,5.14E-10,1.48E-09,0.002790796,0.001263355,48,1.10E-05,1.07E-05,2.60E-05,2.51E-05,81.3927878,1.09E-05,266.8326983,-28.37037443,0,4.352644316,0,,,,,
14856,14856,2.21E-09,7.62E-09,0.0237856,0.004384966,247,2.68E-05,1.89E-05,6.32E-05,4.45E-05,77.17001454,2.25E-05,266.8327418,-28.37031222,0,15.3167574,2,Bad contour,core_252,,,
14865,14865,8.18E-10,2.41E-09,0.004285543,0.001356301,78,1.63E-05,1.15E-05,3.83E-05,2.72E-05,173.2504178,1.37E-05,266.8328556,-28.37032005,0,5.470307454,0,,,,,
